t,Y,X,Z,vol_X,regime
0,0.0,0.0,0.0,0.0,0
1,-1.2122809910185675,0.09432067831231347,0.07741266246910934,0.0,0
2,0.4045227784612905,0.3454572259724493,-0.2844295938273874,0.06669479124075178,0
3,0.02372561764307432,1.155793022290065,0.25984407308177543,0.17856215113349494,0
4,0.9983930750196088,1.4950746653368299,-0.02057907907398948,0.5252405640198162,1
5,2.4223543668355028,1.522134008119945,0.44557052805269237,0.6687534702115046,1
6,2.589594521309728,0.7660339975069432,1.4388591767258545,0.7028435837706208,1
7,1.4763216966652255,-0.2278962252615837,0.6432836826884658,0.6416063250322607,0
8,0.3308895210398785,0.12881058581362917,-0.2686325123168274,0.6905986887308587,0
9,-0.7120143508291685,-0.2834238779507258,-0.33186432114371744,0.6684207992327506,0
10,-0.1692096360722459,0.3847529131218535,-0.1455918601651125,0.6876364817764138,0
11,1.1197573575834923,0.4184912377066429,0.07887796616224355,0.6670297505803447,0
12,0.7382791888766566,-0.20822739745685243,0.5215126979920892,0.6507441904660598,0
13,-0.6347319444977885,0.03372147409077622,0.2129514272739444,0.6941303635561218,0
14,1.1334946014989562,0.48011649164903336,-0.16755495906352086,0.6693120660673508,0
15,-0.47428104695599976,0.4501314935108007,0.40076663693465203,0.5519668206615385,0
16,0.08058328061006925,-0.1686832615135539,0.23488034073768463,0.35887586392343446,0
17,-1.7613480870847125,0.045920675558204574,0.2661444839556283,0.3120795744987418,0
18,0.11216830564786194,0.24832943649110376,0.5796181879336859,0.2913621690295864,0
19,0.4758833250506311,0.6617433126781326,0.5584622317741719,0.29383267526459955,0
20,0.18741114555392857,0.9000391217219674,0.9464390884514388,0.29447118663004235,0
21,0.5511868065030798,0.076492691004169,0.49922906727035793,0.3611863652285861,0
22,-0.5892447895444668,-0.25854643709158376,0.17801440216467584,0.36344824574525986,0
23,0.34416455698606246,0.1919570571327516,0.06246320479366138,0.3708013344000075,0
24,-0.4163974303121037,-0.904041952591085,-0.21369887226541756,0.36400611609600964,0
25,0.021043032929887795,-0.0772043129572525,-0.05500450521424832,0.5071784742780779,0
26,0.3226955349709937,-0.6506729559860185,0.3280367332529466,0.49684959135264656,0
27,-0.21634544673587963,-0.7559444800316412,0.06749086782561903,0.5439002184545056,0
28,-0.0743660012692558,0.4598741587980151,-0.06668964358088914,0.5967524669805546,0
29,0.49205215401886715,0.2731271865754261,0.1394447650465348,0.6123169340078066,0
30,0.019076520703365074,-0.024026662962629064,-0.10577107428554644,0.5742905930695832,0
31,-1.4146777335547154,0.17478040123183264,-0.21607188139311728,0.46376877228745095,0
32,1.5963478194534928,0.06100465905962618,-0.08523684348514199,0.47049293695857725,0
33,2.1676317559131073,-0.34899913866700893,0.0769009589529864,0.4736759446580668,0
34,0.14259485547259096,-0.08899955973234727,-0.11258123302846716,0.46423730733439805,0
35,-0.6955072929577665,1.2245629090984937,0.018165937387715214,0.3881543445066083,0
36,2.1350270269771303,1.5627053968987425,0.14004884121330363,0.5710117043607797,1
37,1.1904751676120169,1.4318195498351973,0.5028904498552036,0.6927816805276515,1
38,2.8247972359041187,1.1919549082281218,0.9023964175990772,0.6838612575702404,1
39,3.530372379501702,1.3929459969595683,1.2386381336106649,0.7205502075574196,1
40,2.830504400636291,1.4114676826900086,0.7285089745566176,0.7594336801285314,1
41,2.832800399567356,0.4008357924562522,1.0557502587088219,0.7518710604182812,1
42,-1.3543496901130347,0.6309758490714952,0.9315317633470033,0.7341294554202253,0
43,0.25121609731137545,0.47674212697352364,0.7288136520687997,0.6890576684589648,0
44,-0.7420329015108152,1.4331124115531226,0.6084337294893831,0.5632905877914975,0
45,3.9198383647825654,0.8452629291033236,0.789659080224169,0.43928747134575646,1
46,0.572131398808152,1.4781567543872223,0.7513234552789967,0.44518022236016064,0
47,2.165150869397801,0.1628833897706119,0.8873874304108254,0.4356480886024814,1
48,0.84911368994427,0.3602638220804637,0.09820875236287024,0.4985895218182797,0
49,1.3205865817257911,-0.27759895939160056,0.6193101600141862,0.5211966645720096,0
50,0.6882545406104781,-0.8364976386991756,0.3221531114720095,0.5937998909854696,0
51,-0.9078780832215081,-0.008224408354745805,-0.29629843523010013,0.7061370834320664,0
52,0.44271488968086836,-0.7230760065881472,0.26636330282626874,0.7220904952656099,0
53,0.3419178188074115,-0.6088622168702605,-0.20596499466184548,0.8020197965089437,0
54,-0.45819782830247224,-0.9196075774730669,-0.1284693536159343,0.8463478665912852,0
