t,Y,X,W,U
0,0.0,0.0,0.0,0.0
1,0.22841297644385877,0.3379795328921542,-1.804961288113094,-0.311429341076043
2,-0.663269252434847,-0.424386609873706,-3.5163788417488275,-0.18149845964606182
3,0.7800023460766111,-1.8044361078718194,-3.3072067921535284,0.2767525291864972
4,-1.4076495115976735,-2.7756696980184383,-1.5928035062708243,0.14715267927218728
5,-3.17576264549152,-2.1808257490610905,-2.32237399593574,0.248964034345882
6,-1.4444791593344828,-3.1971999221842533,-0.22236827507922086,0.4650052465020419
7,-1.914269806281179,-1.2764985836057567,-3.6936352905229164,0.7169078471365089
8,1.2411632461626052,-2.109353150289127,-2.871707996867392,0.12757694419366933
9,-0.3948064776330369,-1.7352399143246462,0.004257343783573786,0.33647176751695873
10,1.1356884596798822,-0.09075728543999162,-1.174837522589921,0.2602835997884945
11,-0.39560999010936515,-1.3965923968332477,-0.6500334939754178,-0.09248796931254455
12,-1.8642073399568337,-1.5441369941684429,-0.43594851682968694,-0.41280788763803034
13,0.02078605919900922,-1.2526009729636793,-0.6360694614372818,-0.4438539763685176
14,-1.4945665453791233,-0.07127814975690527,-2.3596856315466384,-0.8518608832624588
15,-2.3529711564912903,-0.2495985749694749,-0.8720336487438086,-1.410940150049179
16,-1.7877170348187792,0.20017600932063973,-1.0646303708113944,-1.0968734283306751
17,-0.5859005590310168,-2.9197916109709214,-0.9685966804639642,-0.4902398304587577
18,-2.3901280325342777,-2.0611135160989345,-0.008172221984346861,-0.5127577186067562
19,-1.9022373418334086,-0.9206070326203404,0.2071270814531559,-0.04018272648379628
20,-1.9079670675433764,-0.6742785851471287,0.6103552341884253,-0.2321289828850327
21,-1.1556373430729967,1.3416673045628933,-0.01084775934083998,-0.6833830513604773
22,-0.7791669293945412,-0.1786506446529102,-1.2280722520051395,-1.3078217685693994
23,-0.5581272829933193,-2.4506589609078695,-0.24814250257028247,-1.4563831453359515
24,-2.9103095790065163,-2.027541096148008,-1.2656206977478794,-0.4384653224139994
25,-3.3261982237103247,-0.2925962665965831,-1.6925485892793335,-0.46496761961537364
26,-2.094572719005744,-0.5308615094980871,-0.7976078819787182,-1.2801669125494473
27,-2.0450941425042313,-0.5272493511484887,0.42500301911662863,-1.0247699297865576
28,-1.8117392707995426,0.3912716873766053,2.2337229898335837,-1.0132815027635584
29,0.12389019167765658,1.4413558829670956,-0.5744365386635346,-1.0480262732188863
30,0.6998163990212147,-1.4305300671710783,0.888109488508074,-1.158709194384411
31,-0.9512508413266942,-0.3307832058048359,0.3883971845317658,-1.3495831312933773
32,0.5714493305554009,0.11565501187566118,-0.05518436662086704,-1.2651134581900794
33,1.1986654118162492,-1.8528608846832388,-0.4141941760669179,-1.9194383457269404
34,0.25195917599114814,-2.558361380652289,-0.33715847944458593,-2.1086455103799824
35,-3.466620429247117,-0.6587361495025192,0.25999952740452925,-1.8516166651904913
36,-1.6223050248651674,0.3115702218554952,0.9229404949243507,-1.0991684582839438
37,-0.7385028842330092,-0.11845643072186784,1.0830373827022057,-0.6506563518053111
38,-0.03466430793878685,1.0473010586115883,0.5472570420875992,0.4054991710430903
39,0.2693356512127699,0.41421862963544664,1.0082413650203799,0.9291594898977569
40,1.8485571516187882,1.3242235668945936,0.3586879399998538,-0.1870914881268082
41,0.24083549077868294,-0.541653864164866,3.593890941296149,0.11340148446439147
42,-0.6784208810247667,2.227620230086966,3.251562796657039,0.5802910503463793
43,0.8594254210138075,2.9121602898183445,2.749727842786358,0.5773220974336642
44,0.36982686069155735,3.743024294691101,2.7110491642459076,-0.4656440798868574
45,2.0889177845790035,5.067931931027045,1.012785198524273,-0.5548473115251382
46,2.5106853902300372,5.210873246354261,1.0939353478136666,-0.853258194577729
47,2.5461477044310072,2.887436959157015,1.121249207340049,-0.4980344064319408
48,3.2960504327296736,0.9243923705524488,1.5643162052624224,0.17767626607501752
49,2.9391736969756908,1.5456081001891864,0.6946327542126659,0.46434161615470854
50,1.1796350560489817,2.8170103435276834,-0.4474503276448929,-0.14652298863540014
51,4.186278824800934,0.35978328686844874,-0.0269383136939447,0.2771065826591227
52,1.3403353104089648,1.2947339337255745,-0.21075250619983332,0.22505343246656898
53,-0.5264981591264493,-0.03478008042568426,-0.7590663449281138,0.6751136006328855
54,1.1383453907940975,-1.5322986767420042,0.7489796388607012,0.3893653505463903
55,-0.16464928169107884,-0.8066393844378259,1.8684136415305548,0.40817194017410163
56,0.1112089829660104,1.3242556622365924,1.3383229597266368,0.2903971704906268
57,0.2499615377520945,1.9650561653369563,0.6885932469905719,0.11471832556165563
58,1.2505431492211407,2.118422534831291,0.48552224487089224,0.8382124039818165
59,0.8388825023797422,1.786199092010679,1.039230575805145,1.1079938944992223
60,1.955216579561264,2.6356316250062863,0.15294308504835424,1.087565856440753
61,2.739255766568821,1.1870596286586532,0.21858302765746035,0.16616336734190917
62,1.147996019806084,1.5063709088915376,-1.6559175548402216,-0.2270087332310018
63,0.0834172798525239,0.30720309448578476,-1.6001530576173915,-0.18680104955281282
64,0.47095073252344455,-0.8602332530502161,-1.9900876804810685,0.1276852962464722
65,0.08707664003130844,-2.8735314134769183,-1.34670101830323,-0.7705925351143833
66,-1.7463319709831286,-3.434078973311558,-0.8790651084015733,-0.22015775700253543
67,-3.7721779076255793,-2.2000740189139663,-2.118891799181636,-0.7585001535850366
68,-3.588032221982209,-3.0539310918108176,-2.409663879702065,-1.2371610283645873
69,-4.3055511090417795,-6.120320717153124,-0.7283522111638329,-0.49057575042600937
70,-4.5222106971903475,-5.047905107701206,0.4803052008626382,-0.7210714085382381
71,-3.852961566383808,-2.711943584448971,-0.354522819486696,-0.4359820470457841
