t,Y,X,C
0,0.0,0.0,0.0
1,0.4674798673337382,-0.10900952543087042,1.3826081419979863
2,-0.7720896556888563,-0.7032305498796767,1.0684186432274534
3,-0.342865223744773,1.9142298200716197,-0.8783150489132099
4,1.1207749199345316,-1.6535256569494639,-0.40682560604734797
5,-1.0606563820538224,-0.1499245206834442,-0.1350545118216625
6,0.7572589218957528,-0.18188058709626667,-0.6690374375808161
7,-0.7738364468147377,-0.8889437190572407,-2.0392702779379768
8,2.8844230189979023,-1.9821639000923088,-1.2937825024483742
9,0.03129649392077194,-0.27721350981004,-2.6925002268689955
10,0.1502064331090866,1.1615309702679901,-1.7834751113789409
11,-0.31425357750946215,0.0997939077743843,-1.0861961496332162
12,-0.19977965394003738,0.6120185457177776,1.7869881414896969
13,-0.7638070889979232,-0.9776727088266017,2.1670910734974083
14,-2.076061635328553,0.4021176282618057,2.1906933582331294
15,0.3023813901266863,1.6694584849007192,1.8168881819380387
16,0.747105839976826,1.345837291363653,0.8566976489328422
17,1.8290827052293004,1.8313653604386597,0.2308815864002267
18,2.2470663606240633,1.690000555448111,-0.407314025649676
19,3.6498535814537494,0.8587779152571935,0.5716986254849638
20,1.658727227179921,0.003913466727140269,1.7413335580340181
21,-1.6867638099006572,0.138581584960505,0.7285330500260319
22,-2.199448087855331,-1.438208388882054,0.34931758247238154
23,-0.7222088182592167,-0.04917623939422783,0.9368136997305627
24,1.1678072238364883,0.8735522348609239,2.0187734643364985
25,-1.2797216026265419,1.7463714604065155,2.7398976174556746
26,2.1631745563347717,2.8998568831006795,3.845765926092475
27,1.0239942184647333,2.854191503281204,3.033549001527033
28,0.9776695701486349,0.7496787137141927,2.6058087616338117
29,-1.3606665364620656,2.6589983433844564,2.83567108093452
30,0.29536308727769134,1.2683517962512547,0.9883096389393302
31,-0.4548067818360637,-1.2506151267195498,1.4361476090751837
32,-0.5089773019451005,1.013403077192392,1.0052585185972154
33,-1.429609855700462,0.394488345127721,1.5392101568645034
34,-1.3977926994640202,0.8297126843648538,0.8964114975450685
35,-0.16155691265947186,1.290858661106268,0.6208408402592369
36,1.9054270523332555,2.41893985815911,-0.21840996974676563
37,2.5167404593890224,-1.1484248797920533,1.0970037724062314
38,-1.89964528256115,-0.2658871279523374,1.3936548070530852
39,-1.0797990110869282,0.7476619413568608,1.5563626768940813
40,-0.22735418098923152,-0.746663934160672,0.16425542937737392
41,-1.0258393154065941,0.9341264639547412,0.1267541437723909
42,3.2182289087184186,1.3846245569967692,1.3473682756846124
43,1.5294416841780105,2.7240694071399894,2.4388778683969243
44,2.502738133077444,1.1609138529280285,2.394891857040786
45,0.8464268585605166,0.07467874513581907,1.0175588608467607
46,0.9858436771978238,-0.10446878520255476,1.4984150251643182
47,-1.270650470224032,0.28879264166546964,1.971065547796865
48,-0.7512360032955756,2.237459894467092,0.6959283225011057
49,1.7224031009939205,1.794022756781331,0.36541120663607335
50,1.165386174893214,-0.4103429131802012,0.7903257627834832
51,-0.47877914453986553,1.8168096080745035,1.717615941947779
52,0.3032962179792196,1.1053301736707166,1.1886389621951559
53,0.08946329769090461,-0.11671178309404562,-0.7880005680678879
54,0.8624729549978314,-0.768292730139652,-0.7235301877930055
55,0.5191477763335363,-0.1274479767348745,0.514018151937162
56,-1.2466626296955858,-0.15983710772802928,0.12040764619032832
57,-0.5067759586235113,-1.4308846002467237,-0.33383944047387437
58,-2.307735488390832,1.2268812370646152,-0.8465634697044646
59,-0.1505539257457862,-0.012210571124355522,-0.9329725839236156
60,0.40055488339671586,-1.0531056425542769,-0.8261639358046884
