t,Y,X,W
0,0.0,0.0,0.0
1,-0.246361785693669,-0.7908395984337612,0.5592080428833587
2,-0.5998547115903259,1.9115053001237148,1.3893612281435632
3,1.757929294882011,2.0479779807299936,1.4098957285170497
4,1.6150455801017296,1.7771541410790699,1.2980357479067932
5,1.082508020444115,1.1006987503251655,1.1618911053092797
6,1.3583814780703178,0.7199324894759007,1.0662206783200987
7,0.35489834819461485,-0.38038870907603506,1.0960068825515092
8,0.12624930082304298,0.10172461298797204,1.0511818453896054
9,1.0575300201382194,-0.41886764293265405,1.0545643154003974
10,1.0385892416192277,1.4945775831207206,1.0648553065812172
11,1.7261523430443007,1.584326955990158,0.93884514788898
12,3.016647881099918,0.6266188788573028,0.8857252140253695
13,0.411614362596292,0.7133523580183307,0.7822348508286169
14,-0.1686151699544124,-0.4437617887133368,0.7676412216919274
15,-0.39520741971560247,-0.9341290423719046,0.8579861188418025
16,-1.2079384966335187,0.5407950356695342,0.8502262772208741
17,-0.5969342578912108,-1.5637587637351056,1.0192153046274768
18,-0.2805012760352685,-0.8717442300510219,1.0716122259750838
19,0.8635429843257243,1.1398139279941901,1.1049983319331769
20,2.344499458360226,0.6616201183469861,1.0276527913389975
21,-0.07366162625580208,0.5194189716825424,0.9104592419774262
22,0.5424699719812464,1.0686200399468784,0.9519492358193644
23,0.34630613887103534,1.1981863251463882,0.998812305796068
24,0.7620530781531297,0.40909697967254505,0.9804772655285415
25,0.02034701427564678,-1.124347061812016,1.0067791017539371
26,-2.0075143716166295,0.9873482521586008,1.0332399947788016
27,-0.41228937962658035,0.21438260631349126,0.8185739818690279
28,-1.3085285565313256,-1.0594685846798373,0.852927007613497
29,-1.5859436255626633,-0.8473199584359039,0.892362875984974
30,0.15233266282294777,-0.4438540554925856,0.8976598934506105
31,0.4581065793382917,1.756995248779883,1.0375179518881326
32,2.5849837740933315,0.27522793155116765,0.9945146364322016
33,-0.4896789550712308,0.34013148570913543,0.9275062439468673
34,-0.41359705419764764,-0.10511556171699643,0.9196570501219528
35,-0.12046878797557446,0.6876840110220709,0.8494776635019576
36,0.008193120663055553,0.628832953422436,0.8186525676694502
37,-0.07814268199128271,-0.2660747281301101,0.8281553929807348
38,0.739226457773383,0.17762060975477875,0.7218299268927815
39,1.4127676652679046,-1.468027365337463,0.8407400947527842
40,-0.1625908628759976,1.2839587674223862,0.8798632647605615
41,0.3352083619013395,0.9587033289250999,0.7648132101521931
42,1.1012355638756037,0.9983157612636222,0.8006688931693596
43,0.43212669520203506,1.716203265933554,0.9140472420822073
44,2.723965209636967,0.9861434685153099,0.9040087817106292
45,2.2847275461948575,0.482006999537094,0.9033817977780515
46,1.5445469971987424,0.6882836030089791,0.9041552155376019
47,2.0260266854588873,0.6043862038834511,0.8569152055335819
48,1.6169912086127045,-1.8594273521796625,1.1661123109560265
49,-0.3216438294932895,-1.100221035032659,1.1033907816969482
50,-1.646945687008017,-0.3265083550021819,1.0897794029944754
51,-1.778322028246532,0.0958623481852826,1.0670533348817828
52,-0.8828355815589011,0.5865889342319657,1.0416913892445252
53,-1.3098847654202534,0.5150927359685864,0.9062622379002117
54,0.20638585571025803,0.7895820884700581,0.8860226044084597
55,-0.3555934206002829,0.264176294608874,0.8767845239714434
56,0.6509912510311029,2.307105335714812,1.1265596985238457
57,3.185215593039297,0.22580255832833884,1.1173229501159814
58,0.29406365393629563,1.5840967160974677,0.9469298347509206
59,0.7472508364651683,2.153875224812218,0.8959035828302923
60,1.8516962132373678,0.039043057744137855,0.8502388491435923
61,1.722051861002433,-0.7686756734320234,0.9714471429017919
62,-0.6032091549884602,0.21114694819901814,0.986448098631704
63,1.4772458552380854,-0.190599653254718,1.0280637466003215
64,-1.3664638998601668,-1.7214628665377212,1.2712236274532265
65,-2.110691596109551,-0.8523965274299693,1.3330332679372197
66,-0.8595921780817795,-1.5181288430374718,1.2381638758780404
67,-1.3086880192530754,-0.9073326869169719,1.2583745996748157
68,-0.256066810223619,-2.735005086180867,1.3188751438284259
69,-2.892940016791359,-1.1553498064596213,0.8877402274006022
70,-2.1976447522876854,-2.462655928436943,0.926606849430908
71,-0.9714651234425644,-0.5089854630034553,0.9438300516715018
72,-0.4279960327537303,0.07227022862629656,0.9217836766764195
73,1.1737540464756684,-0.5240721054282874,0.8866536871082535
74,0.021878832709945853,-0.06207247337312452,0.938492176904413
75,-1.5096306915782933,1.6272941818535185,1.270044549486511
76,1.2718502333702477,0.5064152753596338,1.306765382393244
77,0.3670894277535389,1.6156007734484132,1.4765601383022122
78,1.0951850145224675,0.7035938953114896,1.2449239696893524
79,1.6698441362641565,0.10061886017849295,1.17913721728516
80,-0.2671323425255244,1.0364528208377195,0.785355582592706
81,2.2573584554927004,-1.0005537429860325,0.8639661801742178
82,-0.139181894979991,-1.0742827747891162,0.9814901626287316
83,0.14490154607150896,-0.32074347820765414,0.9646465854493486
84,-1.2263115088209595,1.453736017130621,1.0168040742606805
85,0.29084188159069346,1.1697046893961498,0.967791637208754
86,0.2160558145973267,1.596562007278712,1.0376060317050182
87,2.1863401917649425,0.24283633067980603,0.966081451197854
88,1.4469245024030415,-1.2160187660105846,1.080911479766536
89,-2.239504475707298,0.46290502203207873,1.0833226071236273
90,-0.08160638382534191,0.6819503899675273,1.0597276420036337
91,1.126980711315627,-0.008642207397093427,0.9781951664866169
92,1.0268826008289424,-0.3670089249988098,0.8894263206781989
93,-0.13461234839216896,-0.6984328763207865,0.9291282349234534
