t,Y,X,W
0,0.0,0.0,0.0
1,-0.18326301696160233,-1.1321819847722217,0.47636730375825204
2,1.0884599905458772,-0.4804181353016447,0.7030565619493461
3,-1.0747797737253482,-1.9379859487707258,1.3325043851210132
4,-0.8667792194068449,0.2903181297548053,-0.11982973611728998
5,-1.2864409639493353,-0.8490490161864481,0.1492168676356327
6,-0.981604994487835,0.17997341869567407,-1.5333681693473198
7,0.513907070203591,-0.8809675887271908,-1.260976791144082
8,-1.1082212123816628,-2.851451821474572,0.25697401817217413
9,-2.7768784789199206,0.8985180346032264,-0.7797294744236156
10,0.7421694408471564,-0.78929218346749,-0.6386680498874882
11,-1.2574453289761602,-1.6521540876474767,-1.525615265890365
12,-0.27647229300291576,-2.4639491402246922,-0.6653416111662139
13,-2.400417588138866,-1.3500948376192294,1.659999265155641
14,-1.113685342256479,-0.5944114413087711,-0.28258133766205895
15,-1.3589405236082475,0.14490871977643893,-0.5426687614622665
16,-0.5146889503701093,-0.4281242086596483,0.31725849860995986
17,-0.5998059220359793,-0.22222759616046694,1.2873882826711274
18,0.5950314725707203,-0.2481842566727266,1.205799775704179
19,0.377052354683565,0.7903045121617484,1.584426398260764
20,-0.335506404027181,1.4986152620783035,0.10709451229219202
21,-0.4518763756783465,-1.221554700205167,0.2531675463002658
22,-2.4258057246522498,-0.35966788594459803,-0.0953231421628212
23,-1.7390330015824365,-1.3518952695877764,-0.988099399344424
24,-0.7884139515808404,-2.2274515357226297,-0.7146032729209262
25,-1.9347439362121688,-2.8852784054552134,-1.2045200162163203
26,-1.4148980782077667,-2.872589687056149,-1.7642120597059838
27,-3.1500781739265746,-3.393842563696766,-0.8789964664126482
28,-3.3358991436864085,-2.853677623726386,1.3824700470551263
29,-3.5552122034450386,-1.1475761270575293,-0.4674576319158047
30,-3.3047112490521706,-1.8460002524497188,-1.4685615195368658
31,-0.8611902976766341,-1.212593349119269,-0.6250760713222444
32,-2.431273758534963,-0.9437048097960222,-1.9491147195701453
33,-2.263464082246611,-1.443666766362833,-1.9464532642481371
34,-1.3091224589268946,-1.1156976333258928,-0.6618280529049962
35,-0.4587425352485297,-2.0058738604611275,-1.0298039747196355
36,-1.408181218140002,-1.975232448216134,-0.6496704278944418
37,-1.7189184855515174,-2.5189139938196212,1.2382744869778177
38,-0.968258147662665,-1.4515737341928576,1.3426290497774178
39,-2.0248605511198208,1.449027240479726,-0.6013187918729037
40,-1.310497320018602,-0.8419925432362323,-0.9652931492701791
41,-0.6533366104978536,0.9716454707286859,1.1572490218374938
42,0.0861299300347304,3.6599936488818487,0.5954603450367553
43,2.942410075472152,-0.10014215843062191,-0.9771113757593195
44,1.9786859068646079,-0.29848042638819183,-0.08749789676807807
45,1.181513798454068,-1.166459654661594,0.4674686030388475
46,-0.26358465535909653,0.29702129063123245,2.1226892000190896
47,-0.3209521442964238,2.051280946889522,1.7188498375331447
48,2.674895804581208,-0.037803123708013864,1.86747531180533
49,1.6263757776374632,1.573789772537257,2.4362681160026813
50,2.1792897022991813,3.9622196543783827,-0.12189682499772525
51,3.559144570324827,2.150776713439387,-0.1939756582942699
52,1.2719523695410575,2.7278289261818673,-0.3573341486397324
53,2.4789609594430893,0.33833617692043527,-0.31216372891801186
54,2.028649793760452,1.7926692582715744,-0.3728875550088552
55,0.7543045007432918,0.3781934718623388,-0.6680741425880031
56,1.0827807514455863,-1.680146638365004,0.5138051765563212
57,0.8311266692654613,-0.09002338182366876,-0.17816410792609721
58,0.6661688026211618,1.3906791499893856,1.2264941017537818
59,1.6498799356520875,1.7659769277431643,-0.23969193973447978
60,1.9476939686773442,1.0305897475821801,-0.7645760434255066
61,1.8185173969078123,-0.06492217649773363,-2.686881691438581
62,3.276171186469156,-4.511525967132225,-3.1308587138007544
63,-3.348256469590776,-2.855829207358577,0.03523225320335155
64,-3.3955317640311913,0.42961752939516207,-1.2022507498939743
65,0.0951519721274044,0.8225941866820817,-0.6270010489143472
66,-0.21059289532124492,0.4443044160724226,0.3024693474571371
67,-0.3817741296585077,0.6525768896108721,0.597443069172923
68,-0.25286543193575506,0.7124590465192249,1.762659502478152
69,1.1607495971243889,3.8442797002165743,3.4325736445904953
70,1.1790373644080805,5.686185560347189,1.8338304226362567
71,3.7576468204032363,3.304823698488181,0.7910190203738843
72,2.249451224776829,2.058223436714513,1.5258430979479045
73,1.7616415950369961,2.806935232460058,0.245772767772231
74,3.28982794902329,1.428163729910267,-1.5250753849461063
75,2.458873410151014,0.4503908395316246,-0.6030136475051944
76,0.9765339283997145,1.8121245011937144,-1.0421866803502313
77,2.245755902079,2.248817511811485,-1.1060505197956134
78,1.3536248103330215,0.6629209856695503,-1.3166534333069353
79,0.263881053399821,-1.904204143339659,-1.052719781124015
80,-1.8796967042684058,-0.6882038562948621,-0.36879788499573335
81,-0.5741707563203264,-1.7583206762397063,-1.1687408120055358
82,-1.505429482483141,-2.1641007422464478,2.3116397935726516
83,-3.532484862304552,0.05289741272836512,-0.9190705795652621
84,-0.6891493149190647,-0.9631242336452526,0.7749305096449828
85,1.3724874817765311,0.42449831024778606,0.15188241884934994
86,-0.6737314389756148,1.6641714723342151,-0.6408402580377611
87,1.1499294677934782,0.6844212710008859,-0.624646777960758
88,-1.5898187758888949,-2.1740628745720114,0.608732609988148
89,-0.6063331940778911,-0.20900978555511296,-0.03059053435959741
90,1.6515168459995735,0.7243062760392465,-0.15342857087828046
91,1.8161671359135738,1.018399658122105,-0.34380639224302934
92,2.1176851858416246,-0.7615373088907359,-1.0857087098911664
93,-0.8581179367493303,-1.834949520670688,0.44832353352569976
94,-2.519481968606253,-1.2680479164210616,0.9204146395218884
95,-3.1592234575751013,0.6812794056734708,0.7495129806128098
96,-0.5321420096597573,-1.1585285620744403,1.4648220274041523
97,-0.7475145956341365,-0.41591896259743766,1.8098318290748434
98,-0.6855670241670333,2.0874572334911883,1.3862876167157945
99,0.6982492600046311,1.3926442418792844,0.5954644258809425
100,2.436456285531298,2.26672157387328,0.34288401971945026
101,0.29048272994679225,1.8611194353957337,0.75199269794917
102,0.33907763988168316,-0.5007808562027378,1.6499388988685149
103,0.7010876903551833,0.23649074880826826,1.004079765184273
104,-1.6579950190866124,2.8173003259423433,1.3232980933929674
105,0.15933700149101493,0.6062686788361829,1.4132037746343928
106,0.4200672859560604,0.9003937756167238,-0.6475616891013105
107,1.287263211424554,0.015704337953721365,-1.701637072946963
108,0.8206370029275016,-1.1323235377203484,0.3559478954798636
109,0.8740513916074617,1.604032559443967,-0.13997697953076563
110,2.114613410670979,-0.07737780352138168,-0.9866386112797662
111,-0.44885207016089723,-0.601147719898454,0.881675177603642
112,-1.206788943226684,0.9525416089455816,-0.8456945263343839
113,-0.26466757936267715,-0.6847714383535393,0.7305739004111279
114,0.07932737297595571,-0.8148924484246203,1.1201268151995374
115,-0.13954721424757954,-0.19084904484406234,0.948451115472104
116,-0.6520379325048006,-0.5899693612482133,-0.3548801207050162
117,-2.51608422307976,-0.8158840807057708,0.5474927221213101
118,-1.4457356026691706,0.7017873768546691,-0.43527558031200225
119,-1.9069133774223865,-0.9694127361743623,0.2802495680590847
120,-2.629954534078763,0.03910283440956264,0.361788222229409
121,-1.0496970606108433,-2.247096527300065,0.4327460279393809
122,-2.342501258335804,-3.256096694371302,-0.6870961457124585
123,-4.333704549747636,-1.5465543905213603,-1.7320179074173563
124,-2.61908608961324,-2.847651586061463,-1.2878018949058
125,-2.883113894771789,-2.552360918205472,-0.18669853727932428
126,-0.9997216130492843,-3.207503120658478,-0.49437226808788215
127,-2.4740759434934887,-3.5355818865817312,-1.7773447380530945
128,-4.262104977416378,-2.4264007925305,-0.6619596761301658
129,-3.592581635589404,-2.228299939900248,-0.2921056203150366
130,-2.3664381106485677,-1.0054884369146468,-0.11191521814951891
131,-0.3005909123855134,-0.5271303218046126,-0.1581355281472816
132,-0.43769824507976124,0.789180005008472,-1.3894591535638565
133,0.3803700065084319,-1.2582565930053078,-1.5490224724365578
134,0.7918863592532569,-4.0570441725399835,-1.0722728156616075
135,-2.8033847652377957,-3.968949762676943,0.1239049393236783
136,-5.338909771405127,-1.3473418851648318,0.3117133952901837
137,0.8698272089233061,-0.06635599605686851,0.3612403642532707
138,-0.15212695162231596,0.025605060576070537,2.325250284696681
139,-0.3291719639283813,3.1684635366731744,1.689652071241036
140,2.6396656120511692,2.4191456432105753,0.2324914328653278
141,2.26423398042258,0.165491938645693,0.34319196803340835
142,1.0606406618876338,0.9726708881991568,-2.423457719514908
143,0.8898684708208178,-2.228688266193749,-1.520340525269057
144,-0.4571788132838368,-1.907522219205068,-1.1168928769808908
145,-2.169412507184383,-3.2919370565321824,-2.241650190251621
146,-4.991901053489956,-4.887536889600466,-2.8939095266323305
147,-4.243570566902201,-5.5795447151932684,-1.005776019118588
148,-6.075618845436338,-1.5810298625612633,-0.8968083522113122
149,-4.233317696344427,-1.2927067400284822,-1.0926244445606703
150,-2.117764201803564,-2.194232580431573,-0.08348690189017716
151,-2.282374621936934,-1.9172593846077985,0.22411544662674351
152,-1.4950107704112452,-0.6822519495613163,0.8876575754881362
153,0.2312633066836145,0.46755233006530766,-0.05519346698720107
154,0.023004481467376242,0.7878600733977248,0.08864107345920312
155,-0.9235417602237633,2.612583179749808,2.1168862666568846
156,2.5526620442581742,2.7736373967046566,1.6807039243238056
157,3.510488256360233,5.730970180873683,0.6883149693581636
158,3.723701183700359,1.5477063412741574,1.2049450415716172
159,4.361191855121335,2.4538311080103874,1.3806126533958585
160,2.242114461093556,1.954949235691387,2.760989335789213
161,2.9453690346227592,3.807988399334076,1.468321825770457
162,3.8210796433068808,1.638918555870633,1.152503798237122
163,0.9675460333402124,0.9616621792436183,1.5975007708295983
164,0.5985708276767452,1.9567649398272766,1.406072442742743
165,2.416953727944749,0.9688453904849927,0.5225524347424952
166,2.568502805594617,4.32663521614592,1.602024770162199
167,2.889119814858578,4.65454756857776,-1.1004794844759167
168,3.1818539833172332,2.275440407385946,-0.5613660639792009
169,0.4678225816063859,0.7261780122469428,-0.017128378892807272
170,1.3110880003774623,0.430393886993175,-1.261448096335056
171,1.1125593750399094,-1.192872296797385,-0.3270131400241236
172,-1.393747274628168,-1.1004554519976302,-0.5151621265083257
173,-2.40849689305721,-1.2493985360472888,-1.050624997275744
174,-1.3474069276016292,-2.382518099541241,-1.0352073541679239
175,-2.0415269892933887,-2.2768423258925887,1.1437350244113995
176,-1.4728260899338885,1.2816242099614312,1.2212297282742464
177,-1.0696700688369585,2.05802045687665,-1.3809066290102265
178,2.0045442340455337,1.6265237295733899,-0.40480134816269536
179,1.4208663615350303,1.6375405559579108,-0.15792349114150578
180,2.4715978499889877,3.039394997377669,-0.621781074893568
181,3.2102710220852786,1.2864599320436005,-0.5356576729192102
182,0.642948196396085,0.49132389732890996,-1.2627366031768135
183,0.6545346114519952,-1.0283446103414438,-0.36302616237400304
184,-0.8746202292302816,0.5914057164993411,-0.7862376377966618
185,0.6478874524213654,-0.5791372047048358,-0.7630951012847889
186,-0.7352531159752252,0.042869455212731444,-1.4920994464599828
187,-0.1369082585485491,-2.540384427250072,0.5851905245381872
188,-2.183179437508777,-1.1690571766724458,-2.073358161136171
189,-3.1256980400367,-0.8300944985372121,-1.5740303775224422
190,-0.5162755877331612,-0.9572876085910907,-4.015172824200359
191,1.5978272209095226,-1.9414488834803845,-2.1812403537596063
192,-0.9555859301146127,-2.837921304649249,-2.4149763762409457
193,-1.4051795974847918,-3.298734362795115,-1.0657859642957566
194,-2.5567161827638247,-3.85176263599226,-1.3919668476509819
195,-5.199045429836795,-2.669219985820214,1.0497927587249216
196,-3.806637667449064,0.4090652457851399,2.2068900674018286
197,1.20973251441696,1.8117797872896517,0.5421575140109728
198,3.4841016179831197,1.2829329059968662,1.5757845732603337
199,1.3187676677505102,0.7556716792319529,1.5409113141317554
200,-0.2539927416476149,0.608042332143676,1.1843028632399828
201,1.346304906334674,1.402597059803363,-0.19949380534746985
202,0.032472712406210524,1.121704956899873,-0.4002270212716908
203,0.7787486969782514,-0.33834949154648697,0.1197514003683208
204,-0.17241463605543214,0.5688400094572321,1.2855248144908409
205,-0.36150478735785546,2.524919961371251,-0.1328304477603135
206,2.5002761957537247,0.8430695261536043,0.13233006516261453
207,0.9970912227658062,-0.6479782286645533,-1.3300201779572656
208,1.4391215940052722,-3.676510204620286,0.018640322627641148
209,-1.2908895374375922,-1.670295758532806,0.5063783235563429
210,-1.1933174412008407,-1.0422645518239748,0.647781106069454
211,-2.1639793574784325,0.16179730413976862,0.7316854101666752
212,-1.2226464569297357,0.0568139361261395,-0.11053769531660956
213,0.9555483284870783,-0.2298473885567124,0.46910874593232105
214,0.6508317466835198,0.5128651800333981,0.6163509888703751
215,-0.6803443757640688,0.3564641919970613,-0.0932069196233195
216,-0.0885178397547334,0.9429980080197327,-0.6705981353608771
217,-0.2949914323896142,-0.9791814024405925,0.6648908532242506
218,-2.163986175877981,-0.8024596386554623,-0.13273427016556538
219,-2.6898908854225914,-0.9035756217459153,0.5241433402666639
220,-1.289725853031012,0.41724900824511313,-0.3623911254944618
221,0.38212213492407854,-0.8767073096609178,-0.8397738624147398
222,-1.062532969890413,-0.050966048774147454,0.1620501581638104
223,-1.3283975559782317,-1.5571579461299314,2.0312054635794987
224,-0.7651232148412399,0.9054219858450806,1.4442813604225992
225,0.21256752747026697,2.1859737570531115,0.8661951879288241
226,2.9419650787679803,0.7927236160965601,1.2169009354032103
227,1.6205774033065954,1.9347960454300739,-0.0941708384975215
228,1.475194215901941,1.9118036661633964,0.13580754364699787
229,2.9864093109905605,1.6382302948761416,-0.4051922416957002
230,1.4760576361749753,0.7892331849593122,-1.7014522384442243
231,0.4578430871949678,-0.8228423793697479,0.6691542144043581
232,-0.053753195447605644,0.38718007004152233,0.06970525121535415
233,1.2134694317583297,1.3681434138855968,-0.6358352528167943
234,1.1187113933567938,-0.007590907448683959,-0.7657979995331734
235,0.2839300033598257,-1.1441293042204934,-1.4322090577291178
236,-0.3045843403153276,-0.7173517164079294,-1.1639770983876203
237,-0.686923578295187,-0.5456437917885119,-3.4531966375743535
238,0.3994282043273806,-1.4822146923444062,-1.7941739558544367
239,-0.03872064197769204,-2.788372799658431,-2.7456783503443254
