t,Y,X,Z,vol_X,regime
0,0.0,0.0,0.0,0.0,0
1,-0.41628003876756925,1.2442616670248279,-0.2979834864717559,0.0,0
2,1.6702004304339098,1.060132942735994,0.9835279732696947,0.8798258623237338,1
3,1.892663615676619,2.01977821125206,1.1343796705851428,0.6715619032536161,1
4,2.709328982256497,1.5723583845171403,1.5064673205472858,0.8320567545653414,1
5,2.067424888966678,0.17951744788185686,1.4159844149152905,0.7533372108082702,1
6,0.49539811432137815,0.9102692153704328,0.7680905912669707,0.7877879374511098,0
7,0.1549761655970341,0.06261703502080818,0.5047521939741919,0.7201895517075884,0
8,0.3701109062152278,0.40103626836271344,0.32934686346926995,0.7442816197203259,0
9,0.9502050243113924,1.2353496011703966,0.10299163844044168,0.7143663876136878,0
10,2.6533173922231117,1.4872657934967388,0.9588636539023208,0.6857324022946304,1
11,2.528900230714866,1.3291999162620045,1.2313864999946988,0.6359024939337001,1
12,3.717370715880196,0.1072984092157171,1.0699165594785767,0.6398266577949046,1
13,-0.40739249592359617,0.04457349541631912,0.6773748489858554,0.7020596579891688,0
14,-0.450462783432669,-0.5265005005602674,0.1334694426272087,0.63631429187318,0
15,-0.4015363729747303,0.6220886017284332,-0.4042173895443145,0.6737247302298481,0
16,-0.4036496548323224,0.8856229926231998,0.28629731352302595,0.6631022213494955,0
17,-0.5435829186567726,1.2798096889300008,-0.14182211456448912,0.6617302975380701,0
18,2.394089933613581,1.7432012806792272,0.29303306546499885,0.6709648049719822,1
19,3.7730542845448976,1.5575528552322533,1.200500328616109,0.738356395602931,1
20,3.6655725531494268,0.7598675068791643,1.1777158522555564,0.765006118540677,1
21,-0.5919227447985644,0.4706346782620391,0.8947534906883667,0.731861808574178,0
22,0.4863956476342614,0.26960870080215266,0.838536443145887,0.7103547126963454,0
23,-0.15615542813075456,-0.2504916941876053,0.7248079621046601,0.6971811840409661,0
24,-0.09416813882637237,-0.08968222091337735,0.1980748440215313,0.7337863092157002,0
25,-0.19559505151097625,-0.5699719051723898,-0.304461709968717,0.6635487036957329,0
26,-1.3690544135306852,-0.3226258228112503,0.1040187838857553,0.7807764230999548,0
27,-0.6242218131354355,-0.39129695788221075,-0.13305921654850492,0.8248735182558757,0
28,-1.390858866632266,-0.2802648409006705,-0.5503467828193838,0.8151319064934106,0
29,-1.103933845967022,1.1789693482178405,-0.5722489157992408,0.6579382251466479,0
30,2.610845486691499,0.4988450669241726,0.12666133315627828,0.570860560799845,1
31,0.7448683043233195,0.9919544917378106,0.7751198304912488,0.5413989882058232,0
32,1.920105612868361,-0.17049711301546788,0.5908495909669694,0.6073395647017071,0
33,-1.2365322802829608,0.25271343888004266,0.25635162865733757,0.609906096043381,0
34,-0.5723945320264805,0.811239545778541,0.08293039267752272,0.6021987730291398,0
35,0.27394955913656344,0.7652040337553282,0.5250467622523062,0.6355070314610738,0
36,-0.09910350068201323,0.4913153182834369,0.6065438934526497,0.5947363262853265,0
37,-0.35698347682420994,0.6936393920059822,0.26407758463285014,0.5489059590234309,0
38,0.9910485378825489,1.1958103575200054,0.4044816688371987,0.47397733369204886,0
39,2.2517769159803747,2.524517240142421,0.023793942422374315,0.42302213067562083,1
40,4.033217804726404,0.6837453721513826,1.5281851732976144,0.7154788474077932,1
41,-0.28836854989129346,0.8439509012975607,1.0362124269939708,0.7090343596292786,0
42,0.43609295789993097,1.757497631840283,0.8753822214960464,0.7066789098257613,0
43,1.7404220383180007,1.9693436852098933,1.3617609633275871,0.6718499109115651,1
44,3.8757307495041387,2.787052755386018,1.3228125422804056,0.6784138494911681,1
45,4.618547596021741,3.240946247801317,1.5681382665695707,0.831574474190674,1
46,5.195421158554252,2.3920842186136184,2.045563166558625,0.9854157020380847,1
47,4.610857467795951,1.7634355457658981,1.9183186191586954,0.9252579419119837,1
48,3.5590979049640175,0.18677420254568622,0.9569806761930327,0.8398956904157278,1
49,0.914020673148856,-0.4750776233139928,0.48416692533779565,0.9842216410743682,0
50,-0.8135334329354468,-0.9003246828339418,0.13349763281170507,1.181295087529278,0
51,-1.8267076625041183,0.7714199761823983,-0.27778950684655007,1.3924768402118963,0
52,-0.5544413820032672,1.4244056977692439,0.24032373709513855,1.395628955900674,0
53,0.5709940964685407,0.20590698979412536,0.7209736790833299,1.3887625307614315,1
54,0.2578378992774622,0.3071479001039364,0.5662219548579049,1.408405366735693,0
55,-0.7458988153346962,0.2409546078540487,0.3364494114702862,1.3002838732967084,0
56,0.7661239353801927,-0.09734614563841495,0.9076600608316026,1.0122028284303926,0
57,1.737688206581228,-0.6169146894318817,0.16135448835138716,0.8051590587496303,0
58,-0.45272535490157206,-0.9729282222729467,0.32759826569711925,0.6807214527064608,0
59,-0.9505289098449505,0.7147422610720544,0.13980154179956256,0.7594207027683779,0
60,0.8738295537683142,-1.0647138319876799,0.0896441396919902,0.7717873024361407,0
61,0.35457076067130644,-2.544389706717412,-0.5019148314431875,0.796983264071247,1
62,-4.126804700393196,0.1853402077784394,-1.0732797938922152,1.110618583455991,1
63,1.5001215745946603,0.4010243187522766,-0.5472250631501181,0.9636519340149519,0
64,-1.242538164955532,-0.03627821230288425,-0.5858581975739331,0.9783417080632422,0
65,-0.7186477402781551,0.7151842225242808,-0.3229973083155927,0.9587486591559787,0
66,0.6345257114115292,-0.18476350772710703,-0.1881182545823159,1.003507474528725,0
