t,Y,X,W,U
0,0.0,0.0,0.0,0.0
1,-0.18326301696160233,-1.1321819847722217,0.47636730375825204,0.33908916003942796
2,1.0884599905458772,-0.4804181353016447,0.7030565619493461,-0.021493362644492475
3,-1.0747797737253482,-1.9379859487707258,1.3325043851210132,-0.4715312516782681
4,-0.8667792194068449,0.2903181297548053,-0.11982973611728998,-1.3731441069032968
5,-1.2864409639493353,-0.8490490161864481,0.1492168676356327,-0.6127037945295367
6,-0.981604994487835,0.17997341869567407,-1.5333681693473198,-0.48183438533560585
7,0.513907070203591,-0.8809675887271908,-1.260976791144082,-0.28260183579507064
8,-1.1082212123816628,-2.851451821474572,0.25697401817217413,-0.6178789068888633
9,-2.7768784789199206,0.8985180346032264,-0.7797294744236156,0.11894588913188969
10,0.7421694408471564,-0.78929218346749,-0.6386680498874882,0.5667570001445201
11,-1.2574453289761602,-1.6521540876474767,-1.525615265890365,0.39249365937177105
12,-0.27647229300291576,-2.4639491402246922,-0.6653416111662139,0.03606319854627571
13,-2.400417588138866,-1.3500948376192294,1.659999265155641,-0.14949513319226948
14,-1.113685342256479,-0.5944114413087711,-0.28258133766205895,-0.5189088777661401
15,-1.3589405236082475,0.14490871977643893,-0.5426687614622665,-0.4018450275926416
16,-0.5146889503701093,-0.4281242086596483,0.31725849860995986,-0.6295598819243868
17,-0.5998059220359793,-0.22222759616046694,1.2873882826711274,-0.21087664526848837
18,0.5950314725707203,-0.2481842566727266,1.205799775704179,-0.34843560354416253
19,0.377052354683565,0.7903045121617484,1.584426398260764,-0.4557270148050092
20,-0.335506404027181,1.4986152620783035,0.10709451229219202,0.4040448902569883
21,-0.4518763756783465,-1.221554700205167,0.2531675463002658,-0.03962384907043698
22,-2.4258057246522498,-0.35966788594459803,-0.0953231421628212,-0.815657023229082
23,-1.7390330015824365,-1.3518952695877764,-0.988099399344424,-0.4694180223795418
24,-0.7884139515808404,-2.2274515357226297,-0.7146032729209262,-1.41446867360832
25,-1.9347439362121688,-2.8852784054552134,-1.2045200162163203,-0.9993856209737957
26,-1.4148980782077667,-2.872589687056149,-1.7642120597059838,-0.3086484258327156
27,-3.1500781739265746,-3.393842563696766,-0.8789964664126482,-0.2118612252891159
28,-3.3358991436864085,-2.853677623726386,1.3824700470551263,-0.16485144308318955
29,-3.5552122034450386,-1.1475761270575293,-0.4674576319158047,-1.1571858305913287
30,-3.3047112490521706,-1.8460002524497188,-1.4685615195368658,-0.6480968216936687
31,-0.8611902976766341,-1.212593349119269,-0.6250760713222444,-0.3203311737316292
32,-2.431273758534963,-0.9437048097960222,-1.9491147195701453,-0.8422638181725539
33,-2.263464082246611,-1.443666766362833,-1.9464532642481371,0.28277431908505846
34,-1.3091224589268946,-1.1156976333258928,-0.6618280529049962,-0.385788645102066
35,-0.4587425352485297,-2.0058738604611275,-1.0298039747196355,-1.1482760969402275
36,-1.408181218140002,-1.975232448216134,-0.6496704278944418,-1.8241497625075143
37,-1.7189184855515174,-2.5189139938196212,1.2382744869778177,-1.4463343563454816
38,-0.968258147662665,-1.4515737341928576,1.3426290497774178,-0.9881318600028368
39,-2.0248605511198208,1.449027240479726,-0.6013187918729037,-0.5700185325349483
40,-1.310497320018602,-0.8419925432362323,-0.9652931492701791,-0.6246948151357032
41,-0.6533366104978536,0.9716454707286859,1.1572490218374938,-0.9060933631264935
42,0.0861299300347304,3.6599936488818487,0.5954603450367553,-0.30349239949717394
43,2.942410075472152,-0.10014215843062191,-0.9771113757593195,-0.6915866128786295
44,1.9786859068646079,-0.29848042638819183,-0.08749789676807807,-1.1581893932928198
45,1.181513798454068,-1.166459654661594,0.4674686030388475,-0.22589368088764927
46,-0.26358465535909653,0.29702129063123245,2.1226892000190896,-0.09192919063869452
47,-0.3209521442964238,2.051280946889522,1.7188498375331447,0.16210159518453504
48,2.674895804581208,-0.037803123708013864,1.86747531180533,0.4426016284698794
49,1.6263757776374632,1.573789772537257,2.4362681160026813,0.06818274827624499
50,2.1792897022991813,3.9622196543783827,-0.12189682499772525,-0.2118850943797642
51,3.559144570324827,2.150776713439387,-0.1939756582942699,0.15078276602901158
52,1.2719523695410575,2.7278289261818673,-0.3573341486397324,-0.187949399115645
53,2.4789609594430893,0.33833617692043527,-0.31216372891801186,0.017650826429818828
54,2.028649793760452,1.7926692582715744,-0.3728875550088552,-0.03060911532019316
55,0.7543045007432918,0.3781934718623388,-0.6680741425880031,-0.6216230501768197
56,1.0827807514455863,-1.680146638365004,0.5138051765563212,-0.014103055675048382
57,0.8311266692654613,-0.09002338182366876,-0.17816410792609721,-0.6559634194411907
58,0.6661688026211618,1.3906791499893856,1.2264941017537818,-0.40828901328806655
59,1.6498799356520875,1.7659769277431643,-0.23969193973447978,-0.2931388710830362
60,1.9476939686773442,1.0305897475821801,-0.7645760434255066,0.3987945117805358
61,1.8185173969078123,-0.06492217649773363,-2.686881691438581,-0.24077700232731147
62,3.276171186469156,-4.511525967132225,-3.1308587138007544,-0.464219952643635
63,-3.348256469590776,-2.855829207358577,0.03523225320335155,-0.42152923451832247
64,-3.3955317640311913,0.42961752939516207,-1.2022507498939743,-0.24679985587311437
65,0.0951519721274044,0.8225941866820817,-0.6270010489143472,0.23678868717038776
66,-0.21059289532124492,0.4443044160724226,0.3024693474571371,0.3449802395820391
67,-0.3817741296585077,0.6525768896108721,0.597443069172923,0.28841448277060727
68,-0.25286543193575506,0.7124590465192249,1.762659502478152,0.7449004811431358
