t,Y,X,W,U
0,0.0,0.0,0.0,0.0
1,-0.612836069820258,-0.025764896018343045,0.018218532691136644,-0.3110496583097387
2,0.04723849297780067,-0.08107310442436212,0.04142397865351901,-0.20871232901602324
3,-0.4221862856786516,-0.2757976919160352,0.12476448042523784,0.4592663116429967
4,-0.16965468336672085,-0.44063627157064866,0.18835207956066188,0.2054647385775665
5,-0.15846758956207746,-0.20117290218175626,0.16912560900489573,-0.38645008751827337
6,-0.23413714361476007,-1.1913954719464233,0.41551852654781884,-0.7085276230755063
7,-1.509639709102983,0.05535194128392712,0.40654557806230784,0.32190345759531713
8,0.10121783644293444,-0.3547213715166015,0.3813341947926541,0.08231783528761999
9,-0.3852953764551099,1.2004412364437822,0.5901453396975124,-0.5259582638623631
10,-0.83429712773958,-1.8877760258479936,0.8059069760419835,-0.5719112550386397
11,0.3445830586655516,-1.06030464126376,0.8299462776520695,-0.30839241572949383
12,-0.35444811872569804,-1.2740251381014986,0.8604019406761853,-0.10316289685854443
13,-2.3347681252330093,-0.1905384351289465,0.8637598227426592,0.8489849378895473
14,-1.5247805567673045,-0.37252391653550726,0.8648499014630169,0.583489301343236
15,-0.46384252882558447,-1.2266080977627265,0.8824497328220602,-0.3060314259319462
16,-1.992448567312286,-0.22709170900193776,0.866861824895712,0.5096048794210866
17,-1.1578410616346375,1.0116727708117756,0.9839228146036407,0.5511886551735494
18,-0.9527511587543441,1.2127813897224238,1.1148411365667528,0.5909518766068349
19,1.2021119396216176,1.887303729867539,1.2313532519087413,0.13324625413914742
20,0.7924757234309071,0.9697483336815816,1.1265433960766167,-0.4112199308536628
21,4.054085722482199,1.5130489506642366,1.13278583283587,0.4614088465313995
22,1.9484670247065219,-0.11949661898451025,1.002431522724333,-0.38973104565734495
23,0.034633539600250715,-0.9603215144333158,1.083044103057307,-0.621847675714961
24,-0.863983037866801,-0.2907027830431471,1.0771137185541413,-1.0709116952716147
25,-0.8013264573549167,-1.6000734139737767,1.143333496806447,-0.13488202948588812
26,-1.0937299509082363,-1.910534482545053,1.3426244503250542,0.053234730117281026
27,-0.7075433231467594,-0.7549181990945962,1.3359758716127221,-0.3115495551396885
28,-2.5038583143445257,-1.3152248630338208,1.3189431734498738,0.10735537324855055
29,-2.177446173942461,1.100112328965479,1.194268231983439,1.0581365745755549
30,0.43956317344858054,1.683207617094793,1.297818725190595,0.3651415115536239
31,2.804715154999138,-0.46487348105470816,1.137459892909227,-0.1546509476522327
32,-0.19204862515517107,0.357085004265857,1.1631583543950452,0.07626014277913866
33,0.4247021834373286,-0.37621595283836784,1.1473242465366416,0.18232575658090786
34,1.6293033461982884,-0.49787017631094044,1.147860086267854,-0.42208281193510633
35,-0.8420080113082764,-0.7206780685607643,1.0752133681704414,-0.6568500511012578
36,-2.0339753807770236,-1.0282733525248182,0.9571842569106851,-0.5351097556862682
37,-1.615685559644256,-0.7868431331225515,0.9592851134869251,0.003969148823400048
38,-0.286312130077524,-1.517435636038769,0.9870195156480875,-0.7404147960801126
39,-0.07334037925609493,-3.0709316841156142,1.2188347090159095,-0.2563001912690958
40,-0.9744991625856461,-1.345695601232336,0.9152704716544006,0.048846351260986964
41,-0.05087234854203193,-0.30078793745120824,0.926242856876165,1.068526631342732
42,-0.6238637138255123,-0.9856579750576271,0.8090367458520177,-0.34378865750281096
43,0.9321576584432552,-0.22900596392772515,0.8241212303013303,-0.4457495087121657
44,-0.29226964975187636,-0.9308103620076854,0.8030949700920055,-0.5537826108418701
45,-0.6795932880901946,0.8072515808565928,1.0021802736119205,0.32582116782688636
46,0.7911025940423702,-0.27542260776962946,1.02277954530956,-0.3296904697356599
47,1.2772141767027096,0.5608656214912489,1.1183371935017357,-0.5405753583223981
48,1.250693579709239,1.2632780010935116,1.2395827707433216,-0.2999136620939067
49,1.90919222012807,2.3908628256860123,1.1573313917300112,0.07562225315112514
50,2.592020031273588,0.14332203896442697,1.0412761850664223,0.3144515807567765
51,-0.21644953884900714,0.01828832055066039,1.0275119446356067,-0.3975255788644218
52,0.2572484686186128,1.9824968585618357,1.050905407280737,0.6796573044639942
53,2.134666989808087,-0.7098870396038264,1.1014731967965008,0.19580582911512234
54,-1.2107639508370913,-1.0235905897156528,1.1154013511515193,0.3874165967386071
55,1.639732379830396,-1.2073421065157097,1.2326701790399894,0.8068670107670868
56,-1.4633860757837012,-0.7958122730002151,1.270728771845798,0.46770519910192826
57,-2.0714238387092765,0.6294235572291139,1.2727022811740032,0.6555055451845683
58,-1.3521833696105923,-0.18874744786108005,1.2287458811435161,-0.24516345941494588
59,-0.7670989623150498,0.5709275033560706,0.9613560902387985,-0.25700668883427125
60,-0.00648354390755352,0.6327166125211717,0.9849166983747392,-0.47905942982753136
61,-0.46699837208194167,-1.5100949443118692,1.0928569753051671,-1.1739798815697466
62,0.12755843514636744,-0.9154936632193397,0.8081618769030248,-1.294242723822288
63,-1.7343403213218764,-1.1206713598340514,0.8328027882656898,-1.5695592433279804
64,-0.20536041966021323,-0.1090733461500828,0.8181308581300717,-0.7661224699120981
65,0.24183851814934387,0.33628331389883204,0.7944565339779924,-1.043113603763775
66,-0.27162730116652223,-0.8536114265690857,0.7990892615332827,-1.6451455148041805
67,-2.3928236355725914,-1.7615000241831387,0.8610675205703359,-1.430167449940994
68,-4.746926589827082,-0.6671163100879504,0.8556236030405893,-1.330602629280928
69,-1.457139893032177,1.5646382958386666,1.037355172265051,0.27865004079099953
70,1.846091768335162,0.9928721004066942,1.083956983359643,1.1554924835179117
71,2.14568259443384,1.000410723482191,1.0901180291553123,1.0109306701875589
72,1.576812002448302,-0.6517951956081982,1.0726827350570207,0.39196805191060485
73,-0.2133287647774187,2.8823007019450335,1.36713869835513,1.512165978683523
74,1.812794671828264,2.193961142312129,1.4845036108563983,1.3554625574232808
75,-0.022785128246388897,0.12231956294480018,1.4887197914209336,0.17832089726118505
76,1.2642678082050671,0.3574397390097181,1.4154297291024103,0.3481873643655786
77,0.8980004237146164,1.4243111346491832,1.15938079987826,-0.6333397445154528
78,2.1049844169081835,1.6667192418636083,1.0318494182677644,0.1448365873244376
79,0.5452553375650275,1.2589235288402811,1.0228643708751821,0.3256989465654127
80,1.1141807865246052,0.19820762724848057,1.0642784506710867,-0.3605950503944038
81,0.48662117917231984,-1.7645564035242798,1.3873579861107646,-0.6262128914316096
82,-1.9761617178256135,-2.334158892301756,1.6549599261438832,-1.682835776711125
83,-0.8878671167669565,-1.1004718984814519,1.5184365756215072,-0.44236461629539403
84,-0.302352891930754,-0.085525386154778,1.3477236373328498,-0.32313372076125646
85,-0.49696090593016035,0.08978483212234911,1.347365886267405,0.08176578344284358
86,0.3352154032433516,0.5504931207323775,1.3548791304178351,0.7479356118519709
87,-1.2431125991640586,1.008007174608985,1.3116294660247725,0.3621501552484967
88,0.6977187389273272,-0.7107900155057982,1.173864924780009,-0.03522536719659164
89,-0.5138188962697605,-1.5528823836928385,1.0960680937688645,-0.3055482804849738
90,-2.065392004467539,-1.6320904937169005,1.1062694500773271,-0.10051556838608314
91,-2.1691065059706722,0.02061130221886187,1.068322496469974,-0.5525467062521603
92,-1.0916647461632358,0.08007182154750905,0.8833023321929386,-0.6532033186520723
93,0.8381650689247666,0.2557284966643023,0.8561168501164645,-0.39253248511965766
94,0.9102881430937912,-0.6522061185128162,0.866560942672828,-0.2577242498249931
