t,Y,X,W
0,0.0,0.0,0.0
1,-0.694190951947146,-0.7335365032917248,0.4424546049697111
2,-0.2483942510562387,1.2494122358932547,-0.03895399987484055
3,0.8975801773114266,0.09725575836620459,-0.4330213282929062
4,-0.6531218566109369,-1.1220194434464383,-0.16745875872128563
5,-2.0508089868508455,-0.49926402543944803,-2.021391181127953
6,-1.8148624336703483,-1.3609775408450424,-0.7357995814503135
7,-2.5327179157171438,-1.0741927129460198,-0.4420428459931469
8,0.74975294618348,-2.78137903731754,-0.22553218099832634
9,-1.8888336103242946,-1.3250782819973805,0.8254149989954682
10,-0.5541468257851347,-1.1382034640218508,-1.4575665306509673
11,-1.3495583595869354,-1.4645606710652024,-2.848373788249544
12,-1.4301819605333854,-4.396554657794527,-1.4352204276262066
13,-3.8110273058870408,-2.7005180274205456,-0.8682491117042397
14,-4.997853484403654,-2.6216400092155343,-0.3507725238306115
15,-4.139448128046249,-2.8191127848328614,-0.6725905894708124
16,-4.47951321644957,-1.134528198618373,0.26079932055744376
17,-4.02573344962172,-0.18138808819698352,1.0891184353255863
18,-2.020489097176751,0.2468650743567683,1.1374533551468788
19,1.1692688128256352,2.541278120939164,0.4216435546835442
20,1.9918241274728288,1.184935368612656,-1.8547032548042766
21,2.4010069153275237,-0.947219568453965,-0.3435857448454377
22,0.3787373853697505,-0.36660958993387227,1.0155772193103303
23,0.691259392078555,0.07667589803508179,1.2539047435701782
24,-0.7229737109024033,1.5020967452950407,-0.12729958122539964
25,1.3491958455105957,0.054535294346383933,0.5974146449325181
26,1.077887475763105,0.12443056581112566,1.2189784949209563
27,-0.1679520949051313,2.4795529482267837,2.290203344751659
28,2.4289965825996083,2.156872772806576,0.49801208262303776
29,2.78184987042551,-0.7708953876531577,0.07235266502968418
30,0.07156158526482304,1.7366496859593235,0.7906836501612657
31,0.5094124646101843,4.351860065458194,0.5318202615349172
32,2.183378700755543,2.360608846940981,-0.7982354451303244
33,2.188310924410516,-1.3855943861445101,-0.06432498205149162
34,-0.07188537253123267,-0.9547221718355123,0.5400666445842717
35,-1.1427270514260361,-0.08216968972377048,0.41200288308156496
36,-0.016283244238336207,0.28099032622666853,0.4667866570288831
37,0.7904988062789099,-0.5795696602133397,0.021366092531599712
38,0.22691562313703617,0.19911211841905563,1.4910985912350192
39,1.7518194127004079,1.8283255712765092,-0.006033028971665022
40,3.0679655969181083,-0.46447452064356387,-0.5909405801467779
41,-0.4755652383332365,0.17215593687331898,-0.34357883456054106
42,1.765692567817104,1.9064325703349219,0.672806726964568
43,1.2484652729630197,1.7322723477168265,-1.093689133915796
44,2.6039340440536503,-0.27355714513909934,-1.9665102301149169
45,0.5184431794941242,-1.7611201613967484,-3.2176346458036678
46,-1.2700313029624886,-2.636000865942714,-1.8978855622289297
47,-3.6452137747136915,-4.37071302440149,-2.2570371545439016
48,-3.6149717081748394,-3.5677445273095967,-1.7387724027442577
49,-4.490175192907284,-3.348136470450507,-0.38188525175484644
50,-1.9849086097960342,0.08539061802041847,-0.8706738718357544
51,1.5374601907684462,-0.559609655032768,-0.291122300358088
52,-0.8862762152577821,1.1513370641227827,-0.4740112879665748
53,0.8626127966087275,-0.9583101819025771,0.38770754231649196
54,-1.3721915390725412,0.30689102291381687,0.7077525927379039
55,-0.9346792508039002,0.8541129027692549,-0.26728214053186766
56,0.9331454922839135,-0.8450358039250161,-0.32902103771957325
57,-0.34627987857458675,-0.4354728568315605,0.8463307750887504
58,1.2701183213429967,1.600264969668567,0.9011753353073473
59,1.009278139179167,1.2852571549276794,-0.8562568565667231
60,1.8581391943129308,-1.9163891377943776,0.14186394723134876
61,-1.1335943701902649,-1.0581386567554822,-0.9994922540974289
62,-0.34801789144531126,-2.3633712020151876,0.8128177175025487
63,-2.194980584695908,-0.8916669964191378,1.511789470342554
64,-0.9895641421586039,0.7743785907485213,1.1969591581239332
65,0.48584892069373997,-0.1679988829667871,0.8754083383105532
66,-0.7204750713131332,-0.8973225020526363,0.3162127469589119
67,-0.09380040767410713,0.29862989964904574,0.8682515995753752
68,1.0251960888041953,0.45969720956988314,0.15017279028316344
69,1.2298540823940574,-2.132653412537545,0.32567354480979194
70,0.12251951537557715,-0.1466135084962521,1.0673384934053263
71,1.0105141525676682,0.7824049739030943,0.07859655251760611
72,-0.09761291144085743,-0.6141359954489182,-0.5690348084801309
73,-0.3548969389274205,-2.2880246642611937,-1.5357863658125375
74,-2.490537377419767,-1.6825885550112158,-1.9859445656136947
75,-1.669939105378283,-2.0937305255619094,-3.019962050809719
76,-2.498699133355992,-1.1547454921957572,-1.0821484414703018
77,0.26423617992865833,-1.0587322440485558,1.1596254772005898
78,-0.23766707211115867,0.8512124852938106,2.1211042297906593
