t,Y,X,Z,vol_X,regime
0,0.0,0.0,0.0,0.0,0
1,-0.38619413069904684,-0.9588179702362258,-0.17326166620669514,0.0,0
2,0.01482847442546853,0.02795630370723312,-0.08782385611546623,0.6779866886775566,0
3,-0.0015921331747997397,0.8700589060160032,-0.22100566750591574,0.5618180195700276,0
4,-0.14868501752347785,-1.149716579738755,0.04653614372277273,0.747482822763875,0
5,-2.2918069097742255,-2.209751268211864,-0.2742790767927562,0.8224799015787754,1
6,-3.9681058282494184,-1.4023413407955578,-0.7921621009800428,1.0892434374499977,1
7,-3.0018459549992853,-1.30952675975632,-0.8225877776273836,1.042913689661966,1
8,0.29395457099747424,-0.9328374286102584,-1.4407837879316623,0.9901656256324839,1
9,-0.2850252113093236,-1.4116404505824849,-0.9321165334314593,0.9278728724005955,0
10,-1.2705191014837074,-0.21693706460782058,-1.3410068624510434,0.8969700823824845,1
11,-0.6986970297904905,0.5237426872621547,-0.6866954235921708,0.8765826965560568,0
12,0.07291035290620285,0.4227286124476655,-0.5609709675109416,0.9791433348206391,0
13,-0.48633532027316345,1.189290251141439,0.022502605486514532,1.0198130824931597,0
14,-0.7643975673840662,1.2158069523806558,0.24498773190762108,1.077165864926135,1
15,0.5824493115092608,0.18004214432415866,0.22402625182791636,1.2070672039523065,1
16,-1.5869936700441278,0.4129418708546596,0.3981760245883415,1.0363436967250705,0
17,-1.8835864388360264,-0.4199025258145818,0.43675811713906,0.9529389913342724,0
18,-1.2397965196345346,0.3650345246241382,-0.13377499217417188,0.8525811767670719,0
19,1.587406692867574,0.21798628509183676,0.5144799684688885,0.7736377411804441,0
20,0.2417289701118972,0.021551763364061616,0.21223877180025627,0.5205666822125767,0
21,1.4331754597732433,-0.4439955774730084,0.12437239343703319,0.49453039747643857,0
22,0.3076406471799261,0.5049675864605672,-0.034737999967106484,0.5606958075847598,0
23,1.129831918950377,0.2435526817961028,-0.0012817456379104475,0.5630309949474747,0
24,-0.6793129162522102,-0.11895251430465595,0.23812108791946468,0.47399507228141063,0
25,0.6001928602282625,-0.3136032378496638,-0.08855616591154739,0.3322145330470308,0
26,0.6586291902627819,0.11724619465461325,-0.293210874760502,0.3543319443996508,0
27,-0.4620058261204616,0.309475635531659,0.30908583242259663,0.3320329360094436,0
28,0.8606410632453854,0.4668484953240546,-0.033842645329767995,0.3042486213385984,0
29,0.8945356094373951,0.5829111353772017,-0.5540160238141092,0.3159417583016284,0
30,-0.24119945701359835,1.6615340566998085,0.4394375407473944,0.35023287027771643,0
31,1.5354482838908268,0.8590101064255454,1.6491307788357217,0.5912217542080104,1
32,-0.4072536618601412,0.23489639855758448,1.0465886523532795,0.5510058480994644,0
33,0.46094203905324593,-0.39905916312653805,0.0362014734136179,0.5536063669647541,0
34,0.23291050823808848,0.14795618143299138,-0.2346681214025894,0.6088751847818038,0
35,-0.6537479579518072,0.8712290034642374,-0.14401847308029891,0.5921396151569186,0
36,0.5405970720961725,0.528623258283568,0.2195052125388684,0.5584668549170974,0
37,0.9677744471610997,-0.1983034038841669,-0.012814502993693022,0.5432960689823186,0
38,0.6171168372741634,-0.7007552045352325,0.08813972969242995,0.5877293473789634,0
39,1.3147234773087368,-0.044980098165212756,-0.07888000438205223,0.6957134275940493,0
40,1.342658782458129,0.46985301655853634,-0.5057537274029031,0.7015496899449489,0
41,-0.7422279835877114,0.6939363314662894,0.14482336243042931,0.522080769544341,0
42,2.1522778796357316,0.04867535484901936,0.9657917083854978,0.5002693619240485,0
43,-0.26177007087338044,0.18519580438613464,0.5539540958634747,0.5006514957711633,0
44,1.320563829027016,0.2027315606134948,0.24985782106563942,0.4632233474414564,0
45,0.3068310795176822,0.2739834428210844,0.16342057045596126,0.46286139349099337,0
46,-0.15064457147803118,0.7031887044678321,0.37588069244698274,0.4019583569886944,0
47,-1.2997204036739691,0.6272709162860886,-0.04998565364154117,0.4236327522904674,0
48,0.2345730998804649,0.8375907489587207,0.27523275058685553,0.42576079665147376,0
49,-0.9993029482382203,0.62626221009128,0.3555134900380731,0.3070849734599582,0
50,1.4337573643941233,0.6044187814758968,0.9826091329423622,0.2702229952468851,0
51,2.066393417818551,0.7790705057713961,0.6808202589200525,0.27371609365929894,0
52,-0.20525269757298426,-0.2832918346276012,1.1524046151044405,0.2822880182508188,0
53,0.4331855174711366,-0.40341905542561163,0.1317633643665776,0.3509669763191385,0
54,-0.8073365450657946,-0.574507752653154,0.08069181005388179,0.4395450263907088,0
55,-0.8036348349552844,-0.791472656684459,-0.09363711689695206,0.5358414367749824,0
