t,Y,X,C
0,0.0,0.0,0.0
1,0.35298471287427596,0.43140833521496713,-0.622858682152086
2,-0.2703569214972472,0.7853212197681665,-0.23842518286170647
3,1.7447389581741715,1.2780608044939141,0.7008474840896693
4,0.8017364129914677,1.3919252208426804,0.27200980229978067
5,0.1414349502850727,0.9329441818337398,0.42568966323613266
6,1.1781847320589343,0.06176969498884671,0.7870818359923522
7,0.3748309838652495,0.6182872863023887,1.162056401465162
8,2.687514543640815,2.095840037150765,-0.19466482615197855
9,2.9714937576244163,2.0667476087431815,0.35202152863285935
10,4.467294635247915,1.4562046108350222,0.1934252887295707
11,1.4781726345863997,0.13063415349478325,-0.48537452504893797
12,-0.0965933018686872,-0.35693119825121594,-0.9688597394053522
13,1.6378593165025885,-0.4932407247426587,-0.808531176159398
14,-0.10562008648515597,0.8480514829669406,-1.4786741100309282
15,-0.3388676804801609,1.760016851038753,-2.346107352896981
16,1.3404177208944463,0.9412263584524599,-1.3439070283208525
17,1.2518523130289072,-2.276298273637101,-0.03182639258094644
18,-1.585110944135343,-0.36813308978378434,-0.2602275440280679
19,-0.49881958090945644,-0.08598862358461937,0.5839103703863767
20,-1.1339710093539432,-0.10227047805480849,-0.04961938116416531
21,-0.32242046938252616,1.345008429311752,-1.0251313588034014
22,0.3549841906677095,-0.4550095736187001,-2.137309470244076
23,0.6534968325888112,-1.9333875535597578,-2.102637143107309
24,-1.6930562542045955,-1.8932291402244985,0.1917001018451383
25,-3.0495750863333257,1.3818724242310423,-0.11337066226126523
26,-0.18285480182974378,1.7227390313533122,-1.8844080310710558
27,1.0622741038982193,0.44675718509706797,-1.1319176181366328
28,0.2811025589089574,0.30013850676108145,-1.0660816887506046
29,1.2477141977773338,-0.5632415940943256,-1.1144511552664418
30,0.2628578312224198,-1.9587989597433495,-1.309247044778469
31,-0.6717033097104865,-1.0324693294721354,-1.6307797784387783
32,1.0282109341719847,-0.6121898056074617,-1.349361773374022
33,1.8918912500436165,-2.014111044638141,-2.624312222374167
34,1.707069998068619,-2.3219401466842493,-2.72077700102136
35,-1.6854176493398159,-0.3392365204773773,-1.9618667143858264
36,-0.048110982984519914,-0.12382842972922925,-0.4128702808945973
37,-0.35670234994860606,-1.0196936733241104,0.20963466110692963
38,-0.9162297049852022,-0.10360462105663082,1.9778293016388362
39,-1.6879844525206833,-0.06593504597120858,2.396217887109871
40,0.4703632824680799,1.3053552475511947,-0.42310742782410493
41,0.16409605272475658,-1.302372841815647,0.2722848932372131
42,-1.6703112252823789,-0.8325508012212433,1.14251066149206
43,-2.138009487296669,-0.7688576675504181,0.9116849112083577
44,-2.970506299291478,0.3608717637371172,-1.307992568942563
45,-0.2962317474188562,0.7790991472864203,-1.1494596365968424
46,-0.204476381249185,1.896602469941827,-1.5084364726733424
47,0.5245307580154215,-0.47813146842825566,-0.5359175851435206
48,0.577720766407091,-1.8274348293064882,0.8306570313550281
49,-0.14844851498912215,-0.523311170393324,1.1427954254024058
50,-1.2226934249576322,1.832581805696543,-0.3503153078768906
51,3.1942232919868854,-0.36424517901900877,0.5784607624087512
52,0.33512015811378115,1.1909876627643332,0.35381279012379235
53,-1.0572540902722132,-0.21725770763965357,1.202429383393536
54,0.366259139514584,-0.6086707246850698,0.42000657011628545
55,-0.0226647850801609,-0.776723928566622,0.44536326154375
56,-0.16689353811800134,0.09085341613138673,0.19493719362894102
57,-0.7643236854385577,0.3030853710598463,-0.11823650548432701
58,-0.3851989242524107,0.37718714250003377,1.4219335837743878
59,-1.5391896056288499,0.6881014366083182,1.7280080928921704
60,-0.17368482760522735,1.4825115295639681,1.4391463374180526
61,1.1563333231201174,0.7174523317506653,-0.544290833170555
62,0.8285223996993852,0.803596658662521,-1.0464533541113914
63,-0.0034033274083327125,0.757289654732237,-0.6382601384028574
64,0.9847800917392819,0.19986489798539128,0.1712961887357305
65,1.2087458648229745,-0.49168893714273076,-1.642703830981684
66,0.6769969657903818,-1.6584933383652471,-0.19298975641106786
67,-1.84915452128765,-0.12697630353541894,-1.2805417498126574
68,-0.8859298380135496,-0.437941925484838,-2.0290468608807104
69,-1.1727880499337293,-3.4614526643559955,-0.21912197199710526
70,-2.026430559831921,-2.3148261457377477,-0.7886947995931244
71,-1.261131621415226,-1.4513663407333177,-0.1914667201862617
72,-0.648643541151412,-1.3870819670774255,0.8218413524369851
73,-1.1735550116071214,0.4408912616553814,1.033418691933142
74,-0.46424691165880083,-0.05433565321699585,-0.545329680710264
75,0.7807541788001358,-1.0256620995321244,-0.9932028865222389
76,-1.0409971145106864,1.3846276023554795,-1.2914726728835193
77,-0.5551138860711056,-0.9459861878505245,-0.4731431859619996
78,-0.4769110898904735,-0.4182254352506768,-0.037483728562279744
79,0.2658434110197252,-0.7838911529273983,1.001026723738895
80,-0.7019571473221253,-0.10968575422394933,1.0266929466083619
81,0.32813587573703673,-0.1990677849778012,1.4939852323733032
82,0.5884066482430319,0.6759968989793381,0.6231009075283231
83,0.19454001566585094,0.7164276950860745,-0.02428410738164144
84,0.5794816763837201,1.3616629431391527,-1.6330598345537888
85,1.6391642680688085,-0.8332577658620133,-1.7159592593102415
86,-0.2084757981218393,0.2906704407529479,-2.7973843549899087
87,0.7282539624271724,-3.277766088230397,-2.5814456535646286
88,-0.5595381326019797,-0.8301321974292422,-0.11074444075883827
89,-0.913682594346337,-1.5152367154288442,0.11168169022038217
90,-0.8879495156157122,-0.8395081158850815,0.06799406389683524
91,-0.6509499882745017,1.1030337558795678,-0.12124145527003866
92,0.008771568978585775,2.1332881910728227,-0.6262255363343919
93,0.19109008233468305,1.0417486364260464,-0.508018632805884
94,1.3334056237505312,1.180511504336103,0.6716162779702493
95,0.956784234814563,0.40668931109596596,-0.7000367029456458
96,-0.3091587335839734,2.417796408857316,-1.1156500556800721
97,3.4640564408491423,-1.5585760160810578,-1.6410932785420091
98,0.055537396378836854,0.2884492536138099,-1.3763869741603345
99,1.8119304268468766,-1.3375160236259598,1.7577027138291825
100,-2.155834617374413,0.7601349208790598,2.902328935042425
101,-1.607358641039124,2.635225357435054,3.6948366451049512
102,0.6484998829684507,1.6692686857404924,0.8694079474831673
103,0.11484683437569876,2.230149978627376,-0.9206715180729039
104,2.2250061727734116,1.1101681011865814,0.36381658156111674
105,0.7117608697434945,0.8042731552068589,-0.7350484876575814
106,0.9831420676208724,1.1234588417597795,-0.15149725519289614
107,1.064919791959739,1.9245691844978166,-1.5000050582777287
108,1.440559248409565,0.8434210991965391,0.22665546161349048
109,0.6522817860778588,-0.22624435471570586,-0.004077676519387563
110,0.5038183152978759,0.7187689017351074,-0.413520175306316
111,0.4695476601813556,0.2224035949024193,2.594227580758988
112,-1.2341530175319917,-0.30704896728694764,1.7276113309796572
113,-0.020843997319327623,0.7923834825002389,-0.0523526732670887
114,0.05578817706092909,0.48922480519821315,-0.9768383880432719
115,1.4003893776493415,-1.242721199145346,0.6262740818349442
116,-1.3308368170635543,-0.3860228509534025,-0.6124214576910039
117,-0.13547613510828005,-2.0633633601523327,1.157164440669149
118,-2.8187428977477422,-0.22659075599271383,-0.5728279453236863
119,-1.451525246674148,-1.071525195027792,-0.22045690680863358
120,-1.0816278359945557,-1.8684179793653442,-1.4163419689826728
121,-1.4804099108139315,-0.3148745865709983,0.09368000343863736
122,-1.5703758446580984,-0.5338495135855648,1.1432821699466629
123,-2.5507194903434014,-1.6968331090051527,1.0357656501264787
124,-4.818648952967145,0.22556570844726342,0.2121473453833112
125,-1.840106577795635,-2.05709384108177,-0.6649969970660503
126,-1.2603960978562505,-2.48186359120053,-0.7576098935777716
127,-2.8656805047536595,-1.0660978322347616,-1.9154088631984767
128,-0.32263771570997524,-1.6059951397374834,-2.116449877155746
129,-0.39593864318802785,-1.0933704066301344,-0.14147852025335217
130,-1.9349890970282302,-0.5953175203819631,-0.7552075119870248
131,-0.8770058321586991,-0.9045753809423265,-0.6139469058104863
132,-0.5668322912167347,-0.032313423581687595,0.9056949421769449
133,-1.5500736458827569,-0.26988091252160684,0.7627625785961584
134,-1.168204578610546,-0.8620208581435157,0.3744579822396255
135,0.012577977483844816,-0.6078389854118512,1.1947383257111543
136,-0.8489338181812384,0.818976327747991,1.0949852488478464
137,1.4353651631483377,1.8140267526978544,0.9566772746281643
138,1.0878814239194592,0.2519294471814968,0.6864504383819872
139,-0.21580069991210643,-1.0352058111095614,1.7851934497138395
140,-1.2352709943709552,0.49425215916546233,2.6898894758321346
141,-0.5486892051667946,2.8612739453088696,-0.8526971550612292
142,4.862257322903213,1.254932258957789,1.3798511843241923
143,2.9436578979651147,2.3063488451546306,1.5583409279000948
144,2.1075590078513504,1.4923603425263683,0.5445062681641255
145,0.4833183040985425,1.8148956520508481,1.1554613875595086
146,1.0136949605125898,1.97646460319456,-0.8373933678053075
147,2.290583250626973,0.9014268954663038,-0.2508459511018578
148,0.8645062226855971,1.1560320609293777,1.0041553560999246
149,-0.22844094479157184,0.22375283746600638,0.24599477474046905
