t,Y,X,W,U
0,0.0,0.0,0.0,0.0
1,-1.08728359091526,-0.23767232613433215,1.6938312357551717,0.048725482883198085
2,-1.8155033790521693,1.1542783251666688,1.1123162224863032,-0.9108430280877323
3,0.6391861479309393,-0.8389471802496294,1.6408185405769677,-1.698709301872495
4,0.41684187751568813,-0.01510436541451099,0.7756614046825336,-2.0642270103485676
5,-2.185463832419259,-0.7509585590555401,-0.875068642613577,-2.0516759687705997
6,-0.5800558762287638,-1.5123198300961587,0.33171962456244963,-2.008392063514648
7,-3.3245297903048563,-1.9976398462386324,0.7971112231845203,-1.8351242181878324
8,-3.8357947069929503,-0.651826662872089,0.9279166059695645,-1.5635243838983808
9,-1.441790635861003,0.5003183906421573,1.0295247341871514,-1.6883054121561216
10,2.044969091836618,-0.21993043682088553,0.21694766739109356,-1.348354913767547
11,1.3703985721224963,0.08660656773657358,3.1331370690845897,-0.7822267883942393
12,-0.20864117763471357,4.766206388074681,0.5827557215545065,-0.4896864050229177
13,4.038337966907474,2.0161078299407094,-0.7465928318478099,0.04882205033676568
14,4.478075663442916,2.0439652256705436,0.007926073512946608,0.9542877391450544
15,3.8489395707006135,0.7610161912889359,-1.66195769774163,0.4486618149837746
16,0.960302263769693,-0.30540406863951636,-1.128017503986743,1.1601679065124868
17,-0.9765198816130998,-0.18866950033133834,-0.7854041009235755,0.3982291987385477
18,-0.42547920251525534,0.9704827287215051,-1.4251253850463705,0.2874765465516811
19,1.743633780331216,-0.9350305351845827,0.8547642777699928,0.734509258491157
20,-0.8716371881518014,0.9370941291648047,0.2725313349786113,1.2703535375683237
21,0.7227041986551452,1.585977992053817,2.0626888504850336,1.3609537303426762
22,1.9934200676738292,2.9453007829589097,2.7753635602524214,1.4440261623463528
23,3.381174504240235,3.125251610350569,2.3493945891813777,1.8184319768549475
24,4.197718552701347,2.075825769078312,0.7261522649736909,1.50292890225685
25,1.7933211607619048,0.25058839858830173,-0.8246328779659721,1.5498295423016415
26,1.3154269358734498,0.9928611691645055,-1.2437112957600722,0.8943212531731679
27,1.3073217187478565,-1.124512294159109,-1.2176539194591802,-0.05995570549266116
28,-0.5964241074122447,-1.9487247107842116,-1.968786415844198,-1.1213671583227383
29,-1.992357508955269,-4.10446097778394,-1.8887261993586115,-0.13820074341570576
30,-2.4186568554396386,-2.6195989259737695,-1.0847713894619984,0.21976192909616005
31,-3.5167428013143502,0.5634283253521888,-0.5949532701988682,-0.09001370907155193
32,-0.11058028340849019,-0.31999080361221016,-0.820663197038929,-0.3961483708279338
33,-0.9455147457753649,-0.8574680379453481,-0.1664696454312018,-0.6076987375573597
34,-0.8256453225810036,-1.7172288689353767,-0.7968272647664773,-1.094919285183554
35,-3.027079477997262,-1.5806292765820427,-2.1165167243545406,-1.3256408043244612
36,-0.6742371110720782,-2.2638402687701102,-2.37006679735891,-1.291791796365602
